val_loss,val_acc,epoch,step,test_loss,test_acc
0.10754504054784775,0.9684000015258789,0,859,,
0.06833761930465698,0.9796000123023987,1,1719,,
0.05844531208276749,0.9837999939918518,2,2579,,
,,2,2580,0.04573129490017891,0.9858999848365784
